41157;Mur-de-Sologne;47.417;1.5984
41242;Selles-sur-Cher;47.2779;1.5642
41252;Suèvres;47.6814;1.4549
42023;Bourg-Argental;45.3044;4.5674
42028;Burdignes;45.2644;4.5587
42127;Mably;46.092;4.0637
42133;Marcenod;45.5723;4.4815
42138;Maringes;45.6611;4.3539
42195;Sail-sous-Couzan;45.737;3.9606
42203;Saint-Bonnet-des-Quarts;46.1301;3.8288
42212;Saint-Cyr-de-Favières;45.9622;4.1046
42215;Saint-Denis-de-Cabanne;46.1766;4.2056
43022;Beaumont;45.3129;3.3328
44005;Chaumes-en-Retz;47.1495;-1.9224
44030;Chapelle-des-Marais;47.4373;-2.2458
44101;Montagne;47.185;-1.6848
44157;Saint-Étienne-de-Mer-Morte;46.9457;-1.7183
44212;Vallet;47.1713;-1.2615
45091;Chevannes;48.1316;2.8607
45104;Corquilleroy;48.0411;2.6939
45111;Courcy-aux-Loges;48.0541;2.2178
45188;Loury;48.0098;2.0918
45222;Nargis;48.1108;2.7377
45297;Saint-Père-sur-Loire;47.7808;2.3735
45323;Thou;47.5796;2.8965
45342;Villereau;48.0745;1.9928
46072;Concorès;44.6674;1.3911
46099;Fargues;44.4029;1.1837
46119;Gigouzac;44.5825;1.4333
46167;Lentillac-du-Causse;44.5531;1.6386
46173;Limogne-en-Quercy;44.3971;1.7782
46206;Montlauzun;44.2969;1.1932
47107;Galapian;44.2997;0.4115
47199;Pardaillan;44.6681;0.2674
47216;Puymiclan;44.5131;0.3154
47217;Puymirol;44.188;0.8065
47314;Trémons;44.4174;0.8903
48133;Saint-Amans;44.6684;3.4548
48161;Saint-Juéry;44.8291;3.0837
48181;Saint-Saturnin;44.4037;3.1964
49364;Vaudelnay;47.1406;-0.2124
50146;Courtils;48.6269;-1.4219
50288;Marcey-les-Grèves;48.6999;-1.3891
50398;Perron;49.0557;-0.8929
50506;Saint-Malo-de-la-Lande;49.064;-1.5425
51346;Mareuil-le-Port;49.0738;3.7445
51359;Mécringes;48.8499;3.5238
51419;Outines;48.5582;4.6688
51468;Rosnay;49.2568;3.8571
51475;Saint-Chéron;48.6307;4.5479
51608;Vernancourt;48.8513;4.8314
52015;Arbigny-sous-Varennes;47.8603;5.6107
52031;Autreville-sur-la-Renne;48.126;4.9768
52065;Bouzancourt;48.3158;4.9494
52272;Lanty-sur-Aube;48.0241;4.7479
52307;Marac;47.9343;5.1719
52315;Marnay-sur-Marne;48.0102;5.233
52523;Vignes-la-Côte;48.2712;5.3111
53074;Contest;48.2591;-0.6893
53089;Daon;47.7577;-0.6263
53174;Parigné-sur-Braye;48.3233;-0.647
54190;Fécocourt;48.4031;6.0022
54312;Lesménils;48.9311;6.1102
54336;Maizières;48.5901;6.0485
54364;Méréville;48.5908;6.1369
54381;Montreux;48.5353;6.888
54395;Nancy;48.6899;6.1764
54419;Parux;48.5418;6.9222
54444;Raucourt;48.9246;6.2181
54463;Rosières-en-Haye;48.7885;5.9933
54506;Sexey-les-Bois;48.7185;6.0305
54584;Villey-Saint-Étienne;48.7282;5.9634
54599;Xonville;49.0571;5.857
55137;Cuisy;49.2674;5.1884
55216;Gouraincourt;49.2978;5.6683
55251;Ippécourt;49.0381;5.2109
55260;Julvécourt;49.0602;5.1917
55295;Lisle-en-Barrois;48.9199;5.0828
55439;Ronvaux;49.1311;5.5617
55442;Raival;48.8857;5.2522
55541;Vavincourt;48.8233;5.1961
56061;Gacilly;47.7646;-2.1386
56116;Locmariaquer;47.5791;-2.9638
57011;Albestroff;48.9302;6.8691
